"","outputs"
"9378",0
"9379",35.08
"9380",526.97
"9381",0
"9382",0
"9383",0
"9384",0
"9385",93.77
"9386",144.36
"9387",21.06
"9388",0
"9389",0
"9390",0
"9391",0
"9392",239.01
"9393",385.84
"9394",269.03
"9395",0
"9396",0
"9397",0
"9398",207.74
"9399",0
"9400",0
"9401",0
"9402",0
"9403",25.87
"9404",7.07
"9405",0
"9406",0
"9407",0
"9408",0
"9409",206.48
"9410",153.24
"9411",0
"9412",0
"9413",0
"9414",0
"9415",0
"9416",0
"9417",0
"9418",0
"9419",0
"9420",0
"9421",0
"9422",0
"9423",0
"9424",0
"9425",0
"9426",0
"9427",18.27
"9428",160.75
"9429",793.75
"9430",0
"9431",0
"9432",19.47
"9433",244.14
"9434",0
"9435",12.28
"9436",1245.25
"9437",53.41
"9438",200.38
"9439",57.84
"9440",0
"9441",42.66
"9442",0
"9443",987.45
"9444",0
"9445",249.75
"9446",173.22
"9447",0
"9448",48.75
"9449",383.01
"9450",0
"9451",0
"9452",0
"9453",0
"9454",153.59
"9455",176.02
"9456",0
"9457",61.77
"9458",151.56
"9459",0
"9460",0
"9461",531.39
"9462",0
"9463",0
"9464",300.06
"9465",0
"9466",0
"9467",166.83
"9468",431.05
"9469",0
"9470",0
"9471",0
"9472",0
"9473",182.88
"9474",113.43
"9475",26.93
"9476",0
"9477",0
"9478",122.35
"9479",395.2
"9480",0
"9481",71.78
"9482",0
"9483",161.65
"9484",0
"9485",26.61
"9486",0
"9487",487.54
"9488",0
"9489",0
"9490",0
"9491",0
"9492",45.19
"9493",33.39
"9494",367.01
"9495",49.38
"9496",0
"9497",0
"9498",422.08
"9499",74.01
"9500",0
"9501",51.06
"9502",0
"9503",147
"9504",0
"9505",255.9
"9506",0
"9507",0
"9508",0
"9509",0
"9510",101.23
"9511",2.99
"9512",149.18
"9513",0
"9514",0
"9515",0
"9516",0
"9517",0
"9518",874.59
"9519",526.13
"9520",2.21
"9521",0
"9522",38.39
"9523",0
"9524",677.53
"9525",0
"9526",0
"9527",0
"9528",0
"9529",0
"9530",192.39
"9531",0
"9532",922.49
"9533",154.44
"9534",23.18
"9535",0
"9536",159.49
"9537",0
"9538",467.72
"9539",0
"9540",0
"9541",0
"9542",82.88
"9543",190.08
"9544",0
"9545",0
"9546",48.14
"9547",0
"9548",0
"9549",31.01
"9550",536.94
"9551",0
"9552",0
"9553",68.52
"9554",43.67
"9555",64.2
"9556",0
"9557",59.12
"9558",0
"9559",0
"9560",0
"9561",9.81
"9562",0
"9563",0
"9564",118.5
"9565",409.06
"9566",0
"9567",0
"9568",203.14
"9569",176.56
"9570",0
"9571",341.63
"9572",0
"9573",88.76
"9574",0
"9575",0
"9576",0
"9577",58.59
"9578",0
"9579",292.14
"9580",10.98
"9581",34.47
"9582",0
"9583",520.14
"9584",0
"9585",594.65
"9586",0
"9587",422.48
"9588",58.48
"9589",247.57
"9590",0
"9591",0
"9592",125.72
"9593",116.85
"9594",17.23
"9595",0
"9596",172.92
"9597",0
"9598",165.92
"9599",0
"9600",0
"9601",0
"9602",0
"9603",0
"9604",60.59
"9605",0
"9606",0
"9607",230.79
"9608",0
"9609",16.15
"9610",0
"9611",0
"9612",0
"9613",205.94
"9614",48.96
"9615",0
"9616",47.57
"9617",281.87
"9618",0
"9619",97.3
"9620",92.64
"9621",95.53
"9622",0
"9623",450.2
"9624",165.07
"9625",80.36
"9626",254.84
"9627",96.2
"9628",0
"9629",0
"9630",0
"9631",0
"9632",0
"9633",0
"9634",692.66
"9635",0
"9636",0
"9637",0
"9638",227.32
"9639",0
"9640",0
"9641",161.71
"9642",0
"9643",34.63
"9644",0
"9645",0
"9646",142.68
"9647",0
"9648",0
"9649",0
"9650",0
"9651",0
"9652",50.89
"9653",0
"9654",0
"9655",0
"9656",63.63
"9657",0
"9658",0
"9659",0
"9660",0
"9661",0
"9662",0
"9663",0
"9664",0
"9665",0
"9666",29.25
"9667",44.09
"9668",0
"9669",250.64
"9670",43.83
"9671",0
"9672",0
"9673",0
"9674",181.62
"9675",13.74
"9676",0
"9677",0
"9678",0
"9679",75.14
"9680",0
"9681",0
"9682",165.86
"9683",0
"9684",0
"9685",511.23
"9686",0
"9687",0
"9688",0
"9689",166.31
"9690",41.46
"9691",0
"9692",0
"9693",0
"9694",39.08
"9695",0
"9696",0
"9697",0
"9698",0
"9699",0
"9700",0
"9701",0
"9702",24.95
"9703",66.86
"9704",0
"9705",243.62
"9706",126.63
"9707",0
"9708",0
"9709",242.69
"9710",318.54
"9711",39.74
"9712",0
"9713",0
"9714",175.57
"9715",0
"9716",43.46
"9717",0
"9718",59.69
"9719",341.11
"9720",218.37
"9721",97.88
"9722",59.12
"9723",0
"9724",0
"9725",0
"9726",0
"9727",0
"9728",85.11
"9729",0
"9730",0
"9731",33.43
"9732",235.96
"9733",234.57
"9734",0
"9735",0
"9736",0
"9737",6.61
"9738",86.86
"9739",0
"9740",0
"9741",0
"9742",0
"9743",0
"9744",101.9
"9745",0
"9746",0
"9747",0
"9748",48.91
"9749",0
"9750",265.98
"9751",0
"9752",149.57
"9753",0
"9754",856.79
"9755",0
"9756",0
"9757",102.98
"9758",0
"9759",0
"9760",0
"9761",0
"9762",0
"9763",0
"9764",0
"9765",0
"9766",3.33
"9767",18.05
"9768",54.65
"9769",148.41
"9770",0
"9771",29.92
"9772",0
"9773",0
"9774",0
"9775",0
"9776",0
"9777",126
"9778",53.81
"9779",90.75
"9780",323.47
"9781",297.98
"9782",209.17
"9783",0
"9784",147.96
"9785",0
"9786",48.43
"9787",0
"9788",0
"9789",0
"9790",188.05
"9791",258.51
"9792",0
"9793",50.59
"9794",0
"9795",0
"9796",84.54
"9797",55.49
"9798",0
"9799",0
"9800",0
"9801",0
"9802",0
"9803",263.69
"9804",0
"9805",14.98
"9806",0
"9807",0
"9808",0
"9809",0
"9810",297.17
"9811",0
"9812",0
"9813",685.45
"9814",0
"9815",0
"9816",0
"9817",0
"9818",0
"9819",0
"9820",0
"9821",82.46
"9822",0
"9823",0
"9824",217.35
"9825",115.37
"9826",167.45
"9827",0
"9828",0
"9829",14943.97
"9830",0
"9831",0
"9832",22.66
"9833",411.87
"9834",0
"9835",0
"9836",0
"9837",0
"9838",0
"9839",0
"9840",34.47
"9841",0
"9842",3.28
"9843",0
"9844",212.33
"9845",98.81
"9846",0
"9847",0
"9848",152.99
"9849",0
"9850",0
"9851",584.35
"9852",0
"9853",59.54
"9854",0
"9855",223.86
"9856",0
"9857",593.87
"9858",0
"9859",0
"9860",0
"9861",5.97
"9862",0
"9863",17.61
"9864",0
"9865",540.32
"9866",0
"9867",54.44
"9868",66.64
"9869",57.51
"9870",135.85
"9871",0
"9872",8.02
"9873",0
"9874",0
"9875",109.64
"9876",0
"9877",47.32
"9878",168.53
"9879",0
"9880",0
"9881",47.59
"9882",0
"9883",0
"9884",294.15
"9885",278.14
"9886",0
"9887",0
"9888",0
"9889",0
"9890",715.65
"9891",0
"9892",164.72
"9893",133.16
"9894",0
"9895",0
"9896",0
"9897",192.41
"9898",72.66
"9899",0
"9900",292.15
"9901",0
"9902",0
"9903",0
"9904",0
"9905",0
"9906",40.18
"9907",0
"9908",0
"9909",0
"9910",0
"9911",43.32
"9912",0
"9913",0
"9914",13.59
"9915",0
"9916",0
"9917",169.36
"9918",0
"9919",0
"9920",0
"9921",0
"9922",279.16
"9923",0
"9924",456.59
"9925",0
"9926",172.61
"9927",30.05
"9928",0
"9929",0
"9930",0
"9931",9.17
"9932",0
"9933",58.27
"9934",0
"9935",104.93
"9936",0
"9937",0
"9938",0
"9939",0
"9940",0
"9941",0
"9942",0
"9943",89.46
"9944",0
"9945",1233.21
"9946",0
"9947",0
"9948",41.2
"9949",52.61
"9950",0
"9951",0
"9952",455.47
"9953",0
"9954",0
"9955",22.82
"9956",0
"9957",31.74
"9958",9.69
"9959",0
"9960",40.95
"9961",31.89
"9962",118.99
"9963",0
"9964",327.56
"9965",0
"9966",0
"9967",0
"9968",0
"9969",67.08
"9970",0
"9971",190.91
"9972",343.07
"9973",77.6
"9974",222.73
"9975",158.68
"9976",900.43
"9977",966.52
"9978",0
"9979",29.02
"9980",0
"9981",0
"9982",0
"9983",0
"9984",404.49
"9985",144.38
"9986",0
"9987",0
"9988",0
"9989",288.1
"9990",0
"9991",0
"9992",0
"9993",0
"9994",0
"9995",0
"9996",0
"9997",0
"9998",0
"9999",0
"10000",0
"10001",0
"10002",86.02
"10003",42.5
"10004",0
"10005",463.62
"10006",0
"10007",0
"10008",0
"10009",119.17
"10010",51.23
"10011",121.94
"10012",21
"10013",0
"10014",6.39
"10015",36.23
"10016",176.74
"10017",0
"10018",0
"10019",0
"10020",0
"10021",1545.62
"10022",0
"10023",0
"10024",12.97
"10025",0
"10026",0
"10027",74.24
"10028",0
"10029",47.38
"10030",0
"10031",0
"10032",369.22
"10033",0
"10034",0
"10035",0
"10036",0
"10037",0
"10038",0
"10039",125.63
"10040",0
"10041",106.27
"10042",532.61
"10043",0
"10044",0
"10045",11.49
"10046",75.37
"10047",0
"10048",137.97
"10049",0
"10050",106.78
"10051",0
"10052",45.83
"10053",0
"10054",0
"10055",211.88
"10056",0
"10057",114.53
"10058",0
"10059",0
"10060",0
"10061",0
"10062",350.53
"10063",0
"10064",0
"10065",0
"10066",0
"10067",69.54
"10068",13.37
"10069",0
"10070",163.96
"10071",0
"10072",0
"10073",207.59
"10074",247.85
"10075",10.99
"10076",0
"10077",13.17
"10078",0
"10079",1617.34
"10080",0
"10081",994.16
"10082",73.21
"10083",8.99
"10084",71.04
"10085",0
"10086",20.94
"10087",449.04
"10088",28.17
"10089",0
"10090",15
"10091",0
"10092",40.02
"10093",0
"10094",2.4
"10095",0
"10096",0
"10097",154.6
"10098",297.28
"10099",0
"10100",10.83
"10101",147.37
"10102",0
"10103",351.68
"10104",0
"10105",357.86
"10106",0
"10107",0
"10108",133.06
"10109",0
"10110",812.9
"10111",0
"10112",0
"10113",193.1
"10114",129.93
"10115",628.62
"10116",0
"10117",0
"10118",0
"10119",0
"10120",83.52
"10121",0
"10122",0
"10123",0
"10124",272.37
"10125",0
"10126",0
"10127",48.26
"10128",492.14
"10129",0
"10130",0
"10131",22843.4899999999
"10132",123.44
"10133",0
"10134",0
"10135",0
"10136",0
"10137",99.79
"10138",0
"10139",0
"10140",0
"10141",0
"10142",0
"10143",637.86
"10144",0
"10145",0
"10146",0
"10147",0
"10148",0
"10149",291.62
"10150",35.41
"10151",80.21
"10152",247.24
"10153",0
"10154",511.85
"10155",0
"10156",0
"10157",0
"10158",41.62
"10159",0
"10160",254.86
"10161",15.85
"10162",0
"10163",0
"10164",70.49
"10165",53.18
"10166",0
"10167",0
"10168",0
"10169",0
"10170",0
"10171",115.86
"10172",0
"10173",0
"10174",28.23
"10175",32.08
"10176",7.83
"10177",43.03
"10178",0
"10179",0
"10180",13.48
"10181",0
"10182",0
"10183",191.94
"10184",376.73
"10185",0
"10186",0
"10187",0
"10188",0
"10189",75.88
"10190",23.28
"10191",737.59
"10192",128.36
"10193",99.96
"10194",0
"10195",0
"10196",0
"10197",0
"10198",0
"10199",0
"10200",0
"10201",0
"10202",0
"10203",136.44
"10204",80.98
"10205",207.25
"10206",0
"10207",0
"10208",0
"10209",758.42
"10210",0
"10211",0
"10212",0
"10213",262.56
"10214",0
"10215",389.21
"10216",0
"10217",228.39
"10218",0
"10219",0
"10220",0
"10221",39.87
"10222",0
"10223",0
"10224",0
"10225",0
"10226",24.28
"10227",59.39
"10228",0
"10229",0
"10230",0
"10231",0
"10232",161.64
"10233",0
"10234",0
"10235",0
"10236",86.9
"10237",0
"10238",0
"10239",89.63
"10240",0
"10241",221.89
"10242",0
"10243",0
"10244",0
"10245",0
"10246",72.07
"10247",204.37
"10248",112.14
"10249",47.53
"10250",0
"10251",8.8
"10252",5.5
"10253",10.94
"10254",217.6
"10255",349.73
"10256",-3.36
"10257",191.77
"10258",0
"10259",0
"10260",532.33
"10261",4.76
"10262",8.47
"10263",278.72
"10264",0
"10265",0
"10266",0
"10267",0.49
"10268",222.79
"10269",0
"10270",158.37
"10271",616.55
"10272",167.89
"10273",199.85
"10274",0
"10275",65.25
"10276",0
"10277",935.2
"10278",16.43
"10279",123.61
"10280",845.06
"10281",25.11
"10282",0
"10283",670.99
"10284",0
"10285",0
"10286",676.87
"10287",0
"10288",0
"10289",0
"10290",0
"10291",26.67
"10292",95.96
"10293",0
"10294",0
"10295",754.63
"10296",205.08
"10297",0
"10298",0
"10299",353.99
"10300",96.9
"10301",0
"10302",0
"10303",0
"10304",0
"10305",56.14
"10306",63.96
"10307",0
"10308",0
"10309",0
"10310",34.77
"10311",252.82
"10312",0
"10313",0
"10314",124.93
"10315",91.84
"10316",0
"10317",32.63
"10318",0
"10319",0
"10320",0
"10321",0
"10322",0
"10323",136.06
"10324",58.75
"10325",0
"10326",0
"10327",36.53
"10328",0
"10329",0
"10330",32
"10331",0
"10332",0
"10333",0
"10334",0
"10335",59.32
"10336",0
"10337",0
"10338",0
"10339",118.96
"10340",103.17
"10341",0
"10342",0
"10343",0
"10344",0
"10345",21.75
"10346",0
"10347",0
"10348",0
"10349",0
"10350",0
"10351",1235.35
"10352",734.31
"10353",12.16
"10354",0
"10355",74.65
"10356",342.03
"10357",0
"10358",450.77
"10359",0
"10360",0
"10361",0
"10362",0
"10363",0
"10364",76.79
"10365",0
"10366",113.65
"10367",13.06
"10368",0
"10369",0
"10370",2
"10371",65.32
"10372",0
"10373",0
"10374",0
"10375",0
"10376",0
"10377",141.29
"10378",0
"10379",0
"10380",0
"10381",92.34
"10382",0
"10383",0
"10384",0
"10385",32.53
"10386",0
"10387",91.66
"10388",1321.7
"10389",0
"10390",0
"10391",0
"10392",44.88
"10393",237.02
"10394",0
"10395",0
"10396",0
"10397",0
"10398",0
"10399",0
"10400",0
"10401",0
"10402",76.08
"10403",0
"10404",212.23
"10405",0
"10406",129.92
"10407",0
"10408",0
"10409",0
"10410",0
"10411",159.12
"10412",0
"10413",93.53
"10414",47.74
"10415",0
"10416",22.56
"10417",0
"10418",0
"10419",0
"10420",184.8
"10421",0
"10422",457.75
"10423",0
"10424",57.67
"10425",74.16
"10426",73.46
"10427",0
"10428",0
"10429",22.05
"10430",0
"10431",75.93
"10432",0
"10433",0
"10434",0
"10435",99.89
"10436",0
"10437",4.99
"10438",0
"10439",0
"10440",250.88
"10441",71.76
"10442",224.82
"10443",3.84
"10444",0
"10445",0
"10446",0
"10447",159.2
"10448",594.89
"10449",0
"10450",42.4
"10451",0
"10452",0
"10453",0
"10454",0
"10455",17.96
"10456",0
"10457",0
"10458",0
"10459",86.66
"10460",0
"10461",103.82
"10462",0
"10463",220.63
"10464",104.39
"10465",80.2
"10466",0
"10467",0
"10468",0
"10469",1.26
"10470",39.47
"10471",30.74
"10472",122.89
"10473",0
"10474",0
"10475",0
"10476",35.08
"10477",0
"10478",94.4
"10479",0
"10480",0
"10481",0
"10482",0
"10483",106.72
"10484",629.15
"10485",0
"10486",53.15
"10487",0
"10488",0
"10489",889.14
"10490",0
"10491",0
"10492",0
"10493",233.57
"10494",0
"10495",38.74
"10496",266.07
"10497",290.47
"10498",141.7
"10499",0
"10500",0
"10501",0
"10502",0
"10503",0
"10504",0
"10505",0
"10506",0
"10507",0
"10508",110.37
"10509",0
"10510",0
"10511",143.14
"10512",452.35
"10513",0
"10514",0
"10515",0
"10516",0
"10517",0
"10518",0
"10519",3.9
"10520",90.24
"10521",0
"10522",0
"10523",0
"10524",0
"10525",47.98
"10526",0
"10527",0
"10528",0
"10529",474.12
"10530",0
"10531",0
"10532",0
"10533",263.29
"10534",0
"10535",0
"10536",0
"10537",36.44
"10538",36.43
"10539",0
"10540",0
"10541",745.81
"10542",274.5
"10543",0
"10544",0
"10545",0
"10546",0
"10547",0
"10548",0
"10549",108.09
"10550",362.39
"10551",584.71
"10552",336.97
"10553",9.07
"10554",401.7
"10555",121.36
"10556",0
"10557",0
"10558",0
"10559",0
"10560",0
"10561",0
"10562",96.17
"10563",157.44
"10564",0
"10565",0
"10566",33.07
"10567",0
"10568",235.74
"10569",0
"10570",833.65
"10571",0
"10572",0
"10573",0
"10574",194.28
"10575",0
"10576",728.1
"10577",0
"10578",0
"10579",195.09
"10580",0
"10581",0
"10582",0
"10583",0
"10584",23.72
"10585",503.41
"10586",0
"10587",321.47
"10588",0
"10589",0
"10590",0
"10591",0
"10592",0
"10593",0
"10594",0
"10595",186.82
"10596",21.95
"10597",0
"10598",11.49
"10599",0
"10600",0
"10601",0
"10602",0
"10603",256.22
"10604",266.68
"10605",48.08
"10606",601.7
"10607",480.95
"10608",293.78
"10609",0
"10610",0
"10611",0
"10612",0
"10613",0
"10614",441.33
"10615",0
"10616",0
"10617",109.58
"10618",75.37
"10619",0
"10620",47.14
"10621",0
"10622",0
"10623",0
"10624",126.43
"10625",0
"10626",0
"10627",0
"10628",0
"10629",0
"10630",501.07
"10631",0
"10632",0
"10633",123.25
"10634",35.58
"10635",104.56
"10636",0
"10637",0
"10638",0
"10639",11.61
"10640",139.35
"10641",0
"10642",133.56
"10643",0
"10644",83.47
"10645",0
"10646",1854.63
"10647",0
"10648",0
"10649",17.71
"10650",0
"10651",0
"10652",0
"10653",0
"10654",653.34
"10655",772.37
"10656",0
"10657",501.49
"10658",0
"10659",0
"10660",0
"10661",0
"10662",0
"10663",52.19
"10664",3.79
"10665",0
"10666",0
"10667",0
"10668",45.47
"10669",0
"10670",0
"10671",143.98
"10672",100.15
"10673",0
"10674",0
"10675",0
"10676",947.97
"10677",147.92
"10678",0
"10679",0
"10680",0
"10681",0
"10682",0
"10683",445.44
"10684",0
"10685",265.64
"10686",0
"10687",0
"10688",37.46
"10689",0
"10690",0
"10691",0
"10692",0
"10693",0
"10694",356.79
"10695",0
"10696",0
"10697",0
"10698",177.24
"10699",5.88
"10700",0
"10701",105.25
"10702",14.38
"10703",0
"10704",0
"10705",0
"10706",29.17
"10707",0
"10708",0
"10709",0
"10710",0
"10711",0
"10712",12.17
"10713",149.71
"10714",0
"10715",396.36
"10716",171.56
"10717",92.09
"10718",2.47
"10719",0
"10720",171.19
"10721",0
"10722",400.31
"10723",0
"10724",0
"10725",0
"10726",0
"10727",186.25
"10728",0
"10729",136.74
"10730",0
"10731",0
"10732",263.41
"10733",0
"10734",0
"10735",71.88
"10736",0
"10737",65.72
"10738",0
"10739",0
"10740",0
"10741",0
"10742",185.33
"10743",0
"10744",0
"10745",0
"10746",73.81
"10747",38.16
"10748",30.33
"10749",0
"10750",0
"10751",0
"10752",0
"10753",0
"10754",0
"10755",0
"10756",0
"10757",0
"10758",0
"10759",0
"10760",8.37
"10761",89.57
"10762",0
"10763",0
"10764",201.65
"10765",72.96
"10766",68.31
"10767",491.94
"10768",204.9
"10769",0
"10770",174.6
"10771",0
"10772",0
"10773",62.75
"10774",61.54
"10775",0
"10776",0
"10777",0
"10778",0
"10779",90.21
"10780",13.13
"10781",23.51
"10782",267.51
"10783",79.27
"10784",0
"10785",0
"10786",263.34
"10787",0
"10788",314.82
"10789",0
"10790",525.69
"10791",231.35
"10792",0
"10793",52.67
"10794",64.28
"10795",79.55
"10796",0
"10797",53.73
"10798",341.85
"10799",687.82
"10800",0
"10801",0
"10802",21.33
"10803",81.47
"10804",959.67
"10805",26.58
"10806",0
"10807",0
"10808",0
"10809",0
"10810",0
"10811",29.61
"10812",0
"10813",0
"10814",92.9
"10815",364.29
"10816",259.06
"10817",117.07
"10818",0
"10819",0
"10820",0
"10821",136.48
"10822",188.32
"10823",0
"10824",55.02
"10825",0
"10826",0
"10827",78.65
"10828",0
"10829",0
"10830",0
"10831",0
"10832",288.31
"10833",0
"10834",480.87
"10835",0
"10836",0
"10837",43.4
"10838",0
"10839",0
"10840",0
"10841",209.02
"10842",0
"10843",0
"10844",362.36
"10845",0
"10846",0
"10847",0
"10848",85.21
"10849",43.48
"10850",0
"10851",0
"10852",163.12
"10853",0
"10854",0
"10855",247.11
"10856",370.35
"10857",22.73
"10858",0
"10859",140.73
"10860",13.54
"10861",192.29
"10862",38.99
"10863",269.2
"10864",0
"10865",0
"10866",0
"10867",0
"10868",306.31
"10869",228.33
"10870",0
"10871",3.41
"10872",0
"10873",137.11
"10874",0
"10875",0
"10876",0
"10877",0
"10878",222.33
"10879",30.32
"10880",0
"10881",0
"10882",273.89
"10883",0
"10884",0
"10885",120.84
"10886",0
"10887",54.54
"10888",0
"10889",0
"10890",0
"10891",0
"10892",69.32
"10893",0
"10894",0
"10895",0
"10896",0
"10897",1.39
"10898",17.68
"10899",116.13
"10900",276.62
"10901",445.51
"10902",0
"10903",100.99
"10904",0
"10905",218.49
"10906",0
"10907",0
"10908",0
"10909",66.35
"10910",0
"10911",0
"10912",0
"10913",0
"10914",0
"10915",34.85
"10916",100.47
"10917",0
"10918",0
"10919",0
"10920",120.24
"10921",0
"10922",0
"10923",56.16
"10924",263.2
"10925",322.83
"10926",0
"10927",0
"10928",12.83
"10929",0
"10930",275.9
"10931",0
"10932",0
"10933",0
"10934",0
"10935",0
"10936",0
"10937",0
"10938",0
"10939",15.38
"10940",0
"10941",0
"10942",0
"10943",0
"10944",0
"10945",0
"10946",0
"10947",0
"10948",0
"10949",136.85
"10950",0
"10951",9.88
"10952",0
"10953",0
"10954",0
"10955",49.16
"10956",178.58
"10957",0
"10958",0
"10959",283.91
"10960",237.07
"10961",11.26
"10962",0
"10963",0
"10964",0
"10965",0
"10966",517.02
"10967",0
"10968",0
"10969",0
"10970",175.25
"10971",0
"10972",0
"10973",2.69
"10974",0
"10975",0
"10976",64.17
"10977",0
"10978",0
"10979",0
"10980",0
"10981",0
"10982",327.38
"10983",0
"10984",47.05
"10985",215.63
"10986",77.93
"10987",896.04
"10988",0
"10989",0
"10990",0
"10991",139.2
"10992",0
"10993",0
"10994",0
"10995",0
"10996",131.02
"10997",16.38
"10998",92.79
"10999",0
"11000",100.07
"11001",0
"11002",0
"11003",0
"11004",0
"11005",0
"11006",257.69
"11007",84.71
"11008",0
"11009",82
"11010",0
"11011",0
"11012",0
"11013",0
"11014",39.71
"11015",177.25
"11016",0
"11017",0
"11018",0
"11019",0
"11020",0
"11021",0
"11022",0
"11023",18.98
"11024",17.37
"11025",16.32
"11026",415.72
"11027",0
"11028",130.09
"11029",39.88
"11030",0
"11031",52.66
"11032",168.59
"11033",0
"11034",0
"11035",283.06
"11036",0
"11037",0
"11038",157.7
"11039",0
"11040",0
"11041",144.93
"11042",420.31
"11043",0
"11044",0
"11045",218.52
"11046",0
"11047",0
"11048",0
"11049",0
"11050",0
"11051",141.27
"11052",0
"11053",11.57
"11054",73.2
"11055",0
"11056",0
"11057",0
"11058",0
"11059",0
"11060",55.53
"11061",98.25
"11062",0
"11063",206.35
"11064",0
"11065",0
"11066",141.22
"11067",0
"11068",2.53
"11069",0
"11070",218.96
"11071",40.45
"11072",0
"11073",0
"11074",178.92
"11075",118.09
"11076",0
"11077",0
"11078",0
"11079",0
"11080",0
"11081",0
"11082",0
"11083",161.62
"11084",16.77
"11085",0
"11086",38.49
"11087",0
"11088",0
"11089",490.57
"11090",229.69
"11091",0
"11092",0
"11093",0
"11094",0
"11095",11.76
"11096",0
"11097",0
"11098",0
"11099",417.95
"11100",0
"11101",138.89
"11102",0
"11103",0
"11104",98.28
"11105",0
"11106",6.49
"11107",19.27
"11108",0
"11109",0
"11110",106.69
"11111",0
"11112",14.03
"11113",0
"11114",0
"11115",30.71
"11116",28.42
"11117",101.21
"11118",0
"11119",0
"11120",0
"11121",0
"11122",156.3
"11123",0
"11124",265.83
"11125",56.42
"11126",14.2
"11127",308.81
"11128",0
"11129",12.07
"11130",91.89
"11131",0
"11132",0
"11133",213.49
"11134",0
"11135",39.42
"11136",630.71
"11137",67.7
"11138",0
"11139",26.25
"11140",55.04
"11141",0
"11142",0
"11143",0
"11144",0
"11145",0
"11146",0
"11147",0
"11148",73.45
"11149",677.97
"11150",0
"11151",0
"11152",0
"11153",107.65
"11154",0
"11155",0
"11156",0
"11157",37.32
"11158",0
"11159",109.99
"11160",0
"11161",47.25
"11162",0
"11163",0
"11164",37.26
"11165",0
"11166",0
"11167",77.29
"11168",0
"11169",356.79
"11170",25.75
"11171",0
"11172",0
"11173",0
"11174",39.56
"11175",61.01
"11176",0
"11177",255.53
"11178",0
"11179",0
"11180",0
"11181",37.48
"11182",0
"11183",276.4
"11184",0
"11185",0
"11186",0
"11187",167.39
"11188",0
"11189",205.99
"11190",0
"11191",0
"11192",217.1
"11193",0
"11194",39.93
"11195",0
"11196",0
"11197",481.7
"11198",0
"11199",575.39
"11200",0
"11201",0
"11202",0
"11203",284.61
"11204",267.85
"11205",416.36
"11206",0
"11207",246
"11208",33.96
"11209",0
"11210",0
"11211",0
"11212",126.26
"11213",0
"11214",0
"11215",0
"11216",142.15
"11217",80.73
"11218",40.12
"11219",0
"11220",0
"11221",79.72
"11222",0
"11223",298.57
"11224",58.74
"11225",157.87
"11226",101.16
"11227",0
"11228",115.74
"11229",78.34
"11230",0
"11231",820.53
"11232",0
"11233",0
"11234",0
"11235",0
"11236",199.05
"11237",0
"11238",0
"11239",274.81
"11240",482.22
"11241",0
"11242",270.59
"11243",345.81
"11244",0
"11245",0
"11246",0
"11247",0
"11248",0
"11249",0
"11250",611.06
"11251",0
"11252",0
"11253",148.27
"11254",0
"11255",0
"11256",0
"11257",36.73
"11258",74.21
"11259",186.23
"11260",171.95
"11261",0
"11262",0
"11263",0
"11264",272.46
"11265",0
"11266",0
"11267",0
"11268",0
"11269",0
"11270",42.07
"11271",0
"11272",745.34
"11273",258.4
"11274",0
"11275",0
"11276",0
"11277",20.04
"11278",53.76
"11279",0
"11280",0
"11281",0
"11282",15.97
"11283",0
"11284",0
"11285",0
"11286",185.7
"11287",0
"11288",0
"11289",34.81
"11290",0
"11291",0
"11292",0
"11293",211.95
"11294",0
"11295",0
"11296",0
"11297",0
"11298",0
"11299",214.78
"11300",0
"11301",23.1
"11302",57.22
"11303",0
"11304",0
"11305",40.5
"11306",51.52
"11307",0
"11308",18.22
"11309",0
"11310",0
"11311",0
"11312",0
"11313",43.3
"11314",0
"11315",309.59
"11316",0
"11317",0
"11318",88.83
"11319",178.88
"11320",96.7
"11321",518.94
"11322",0
"11323",0
"11324",0
"11325",0
"11326",0
"11327",0
"11328",268.82
"11329",0
"11330",0
"11331",0
"11332",0
"11333",0
"11334",0
"11335",0
"11336",1022.94
"11337",0
"11338",535.34
"11339",60.07
"11340",0
"11341",0
"11342",0
"11343",0
"11344",0
"11345",462.82
"11346",0
"11347",25.89
"11348",0
"11349",554.69
"11350",0
"11351",0
"11352",155.18
"11353",0
"11354",0
"11355",67.28
"11356",0
"11357",0
"11358",0
"11359",0
"11360",0
"11361",93.34
"11362",0
"11363",0
"11364",69.05
"11365",0
"11366",0
"11367",0
"11368",162.14
"11369",0
"11370",99.15
"11371",225.71
"11372",234.74
"11373",0
"11374",15.54
"11375",171.31
"11376",0
"11377",0
"11378",83.64
"11379",0
"11380",0
"11381",51.18
"11382",0
"11383",39.4
"11384",0
"11385",0
"11386",303.52
"11387",93.25
"11388",0
"11389",0
"11390",96.03
"11391",0
"11392",6.5
"11393",584.99
"11394",0
"11395",627.76
"11396",0
"11397",0
"11398",0
"11399",0
"11400",0
"11401",0
"11402",0
"11403",104.46
"11404",0
"11405",0
"11406",266.33
"11407",5.71
"11408",0
"11409",157.63
"11410",0
"11411",0
"11412",0
"11413",159.77
"11414",3.99
"11415",0
"11416",0
"11417",0
"11418",88.47
"11419",0
"11420",0
"11421",0
"11422",68.36
"11423",99.62
"11424",0
"11425",0
"11426",0
"11427",0
"11428",178.21
"11429",142.88
"11430",0
"11431",30.08
"11432",109.94
"11433",0
"11434",0
